Omega_b  Omega_m  h  n_s A_s
3.608669350881011512e-02 4.048324804841528790e-01 6.503047436430738903e-01 8.342274960965645469e-01 3.536673719950235828e+00
3.861393410917774577e-02 3.302809812616464002e-01 8.730041310792814313e-01 9.216863401615758011e-01 3.837477201410691485e+00
6.583286414482292237e-02 2.347845508448130336e-01 7.839634312165058017e-01 9.717510383375260741e-01 2.432523896518604900e+00
6.145760474765640108e-02 4.909176553538889820e-01 6.996612950896574645e-01 7.345684093744468957e-01 2.814281800607738582e+00
5.540547351866205450e-02 3.960347924484020066e-01 5.473749843072793775e-01 1.146585225610855741e+00 3.585195709416043819e+00
6.073115275488395748e-02 1.122313952266251885e-01 6.126631377179807547e-01 8.589767811579076540e-01 2.103227936274755017e+00
5.868246910090346713e-02 3.201918380176344558e-01 6.066584541656206975e-01 9.048407457757454697e-01 3.381577808215267211e+00
3.172183300101955039e-02 2.765997850817034087e-01 8.212524899677104973e-01 1.239192427715754885e+00 3.016486413654519083e+00
3.286904843545401800e-02 5.216326043363158638e-01 6.029195207205380047e-01 8.446428708440870681e-01 2.182396443316720003e+00
3.269804369109505920e-02 2.700752661473632688e-01 5.371549674459622503e-01 8.001119667373122191e-01 3.897548765002914806e+00
4.468321153939817242e-02 1.958565376968185723e-01 7.880282877359154892e-01 1.244140685369148791e+00 3.643521580196267706e+00
3.145597545296895808e-02 1.231683335306945765e-01 6.086372798098986792e-01 7.490432987937264420e-01 3.077862044270793795e+00
3.881586919747430364e-02 3.597061323586320247e-01 5.675824549288932541e-01 1.080661450839451421e+00 2.580898436997418166e+00
3.856158347956113730e-02 4.542386906245889922e-01 8.202596357584405196e-01 1.034787762811991030e+00 3.286649376505908382e+00
5.494917559310005806e-02 1.237093769447825675e-01 8.600716448335814501e-01 9.095194163054827197e-01 3.033326812216810886e+00
6.862894732065544234e-02 2.066354889972342179e-01 6.124168456198948451e-01 1.237806508703394037e+00 3.361029676419026391e+00
4.605223771450702580e-02 2.531554677339215020e-01 6.525232629771646753e-01 8.916011651893036571e-01 3.377974412207142674e+00
6.069317678980992725e-02 5.068955746169263588e-01 8.716984165420209596e-01 1.102602703545991325e+00 3.233080975322529582e+00
4.139628312699247109e-02 3.026461357222782200e-01 8.561904903883854612e-01 7.030758257049258830e-01 2.060239212703904421e+00
5.626997029321149923e-02 5.359549820325890668e-01 8.777575954259004831e-01 9.401977830246863732e-01 3.750682348250793385e+00
5.990233368281105975e-02 3.543480485302711314e-01 5.720350196095548290e-01 9.537189500702250022e-01 3.754361865525110531e+00
3.086847377011758473e-02 4.431621990768787045e-01 8.392336532262965054e-01 1.085277172289364600e+00 3.928293468455001936e+00
4.403507238862612583e-02 2.558594382844696091e-01 8.050005385492857712e-01 6.323459355166424212e-01 3.526186510846414990e+00
5.569636686246781654e-02 1.402587195956448152e-01 6.400603336428192236e-01 6.932451214601632605e-01 3.194329240194960562e+00
4.833575365372076715e-02 2.564226010829959712e-01 6.985160121880830131e-01 1.042334566062588008e+00 3.108317440855432601e+00
6.736342779116105683e-02 5.010343689341176798e-01 5.859494928933101088e-01 9.323364707100035842e-01 3.477503002731344495e+00
3.183801580549188576e-02 1.802233927456356466e-01 7.071007674848696078e-01 1.129539332612901958e+00 2.832711128306415027e+00
3.578616171284959568e-02 5.552510656918452359e-01 7.546600499935340878e-01 1.070250404673648958e+00 2.276713732900041087e+00
6.876963096562363487e-02 3.405766653117726639e-01 7.841420749075690422e-01 1.216023389799169019e+00 3.969915804756730893e+00
6.096141503116108556e-02 3.681916643661481414e-01 8.334560394289141083e-01 9.753369732682628523e-01 3.133138508807069122e+00
5.996478965986017790e-02 1.112629651617828702e-01 5.177688803108161375e-01 1.290399297892049102e+00 2.392035140900275358e+00
4.652621669588406783e-02 4.160880814539563710e-01 5.406591024983146143e-01 9.923487146129537084e-01 2.075360790890675489e+00
5.860655204424747300e-02 4.094628346554938236e-01 6.326998308932729742e-01 6.362066979225540209e-01 3.417487042960871690e+00
3.148977170340603454e-02 4.914267266406960877e-01 5.888207383712311671e-01 9.997530895836987952e-01 3.817217174342859565e+00
6.939047016200189377e-02 3.211673402061575033e-01 7.394652516350506133e-01 9.937745303184581935e-01 3.950281897792394581e+00
5.960756883501363429e-02 4.203315089517792869e-01 8.358308689067508457e-01 1.040561328615878356e+00 3.439794456591244831e+00
4.085845833221105061e-02 5.825165850729882022e-01 5.586616568295372787e-01 8.927172294800715946e-01 2.782876657682629595e+00
4.283591516221620099e-02 5.618694653247815474e-01 6.015623110876459068e-01 1.285836285202342832e+00 3.557971423314839399e+00
3.694730301941254180e-02 2.489328009312652690e-01 6.794073363039387914e-01 1.292876145109380204e+00 2.961229319032557594e+00
3.757768610212540439e-02 5.386269798211267279e-01 7.651705266713950682e-01 6.910148142498993007e-01 3.514855918542977964e+00
3.160835981030806624e-02 2.674030554324089426e-01 5.810787469432396879e-01 7.162753540353626880e-01 3.036872229041357230e+00
3.283567896340618131e-02 2.638570239040252119e-01 8.931598747108455694e-01 1.192897797129290449e+00 2.329592861223974687e+00
3.325705127329688787e-02 3.450951707520578116e-01 7.388115441751587076e-01 1.004878587728954109e+00 3.873169946371687100e+00
3.007831691808116048e-02 2.391378647165947335e-01 7.097443301648418412e-01 1.287750610278036723e+00 3.975168032414236663e+00
6.902924269110118083e-02 1.351823887200920282e-01 6.140375487221766404e-01 9.457199096364861113e-01 2.985304396491866630e+00
3.139274321486074798e-02 3.751859781868119859e-01 8.890815166437116002e-01 1.061428770047456949e+00 2.812385622605915625e+00
3.522625676655609384e-02 4.277162004995382905e-01 6.079557252919014498e-01 1.257681969421552637e+00 2.137649164254019851e+00
3.818584392519566023e-02 3.560435411518673154e-01 6.899876290748411245e-01 1.194545349888335384e+00 2.068980495029823174e+00
3.117338984046960984e-02 5.807287877869085069e-01 6.991472402362890470e-01 7.739410742516141806e-01 3.248388700854046629e+00
4.485320284596412688e-02 1.822045006988609051e-01 7.796952841869970730e-01 8.940748334431765088e-01 3.779145379587862230e+00
6.411216842583609965e-02 1.996336548317289572e-01 6.417890215513103458e-01 1.119246507459942475e+00 2.346593445728068605e+00
3.217053207214728983e-02 1.015283404495065656e-01 8.587054412045982410e-01 8.992886858558160057e-01 2.529092901664875992e+00
6.665590115049596642e-02 1.502938695523072798e-01 6.099721367420305462e-01 6.059241834090057788e-01 2.201667422971186117e+00
6.908506989871655846e-02 5.733185634483966009e-01 5.873156982050282693e-01 1.123914550209833108e+00 3.211580178119149309e+00
3.165091925390400851e-02 1.082386239571766773e-01 8.687171865816001315e-01 1.277743746781232481e+00 3.864366841662381979e+00
4.248492228543841731e-02 4.127234609130082665e-01 8.817952325810778369e-01 1.092590507493989449e+00 3.716245936878237899e+00
3.569565037844686650e-02 2.943509066261391638e-01 5.792174401200820277e-01 1.243130408687892263e+00 3.468214336131213216e+00
3.978836432219010760e-02 1.844492727727259918e-01 6.513756472169502931e-01 8.089868053276713100e-01 2.674217248324512131e+00
3.536864087465726308e-02 4.168061511600460456e-01 5.092708052055312518e-01 1.080435631947495256e+00 3.020993614962492302e+00
5.632078538961889091e-02 5.165060267207651767e-01 7.754015986168167895e-01 1.157970534953295827e+00 2.625505989871738777e+00
4.414891200599653509e-02 2.666190213934933606e-01 7.183967611950055066e-01 1.270380561125107999e+00 3.039095203642475873e+00
5.457767535621819988e-02 4.977214014687426635e-01 8.186920201260597940e-01 7.508934468606530688e-01 2.513509364947571711e+00
6.064944217265121063e-02 3.325682465194351733e-01 7.123940665698497154e-01 1.101396793719978007e+00 3.007562770392663509e+00
4.238008252098654505e-02 4.917542022608364372e-01 7.821701423654674468e-01 1.125251310716301134e+00 3.294283613093675900e+00
5.768516853336759509e-02 2.992578855835758000e-01 5.842582167830117079e-01 7.023433176587416948e-01 2.911518434585883774e+00
4.295198918505958169e-02 5.953416859853843945e-01 6.609454776335308424e-01 1.284998450532611747e+00 2.401593348360185232e+00
5.538967600764212185e-02 5.287684372828782564e-01 6.686163392976827158e-01 1.199623008237067801e+00 2.890109852279139080e+00
6.211535701954550015e-02 4.362438115834312846e-01 5.160337092104753109e-01 7.673206637980358735e-01 2.078543634264667261e+00
4.373016110766418663e-02 3.799832228023531933e-01 5.955031287539085394e-01 1.127323340192385670e+00 3.274229291579429990e+00
5.871288499020674984e-02 3.904216619299851754e-01 8.254180651471303420e-01 1.104165981099962668e+00 2.693190404404564031e+00
5.843540904620297960e-02 3.342999933543554514e-01 8.067806251498603753e-01 1.007189650544085602e+00 2.514323152327105682e+00
4.261038477602688279e-02 2.050756625547299761e-01 5.558280466919821583e-01 9.299261598058564671e-01 3.614211688981385784e+00
5.243497649035040731e-02 2.754514074379205146e-01 6.463325874093531764e-01 7.396909120328182263e-01 3.334773150452682522e+00
3.226910599725936468e-02 3.851892698365628753e-01 8.354581998244680063e-01 8.835136721199622345e-01 2.999453488178713823e+00
3.642451510828624561e-02 2.975105402420486489e-01 8.572168678613325543e-01 8.773808101360145439e-01 2.096475139819144129e+00
5.915337756576168060e-02 3.629623265688335376e-01 7.463360115576042064e-01 1.071431791313378623e+00 3.331751296210556212e+00
3.449934271788940299e-02 2.829873683544668062e-01 8.694310413482442268e-01 6.735524733383406737e-01 2.771392815958697575e+00
3.930946595590317783e-02 5.480798907902009187e-01 8.896923428834685454e-01 9.695444681538255560e-01 2.070650805543370332e+00
5.144302198802336995e-02 1.467482599239338659e-01 5.833115617383737295e-01 8.920010282687637071e-01 3.400487875597909770e+00
3.798630549595222172e-02 3.213453865282785982e-01 6.479445218338307777e-01 6.347233476174185540e-01 2.188652988793287069e+00
5.692801326408883367e-02 3.674661535902731258e-01 8.198390255566092577e-01 9.795021908399570432e-01 2.980726634371707817e+00
6.506818541234278552e-02 5.543248825705829885e-01 6.133978363152454705e-01 9.073273051992285509e-01 3.203329788054172234e+00
5.065705902741243771e-02 2.152263021966019374e-01 6.600912194392114518e-01 8.909425140258353526e-01 2.842121931100139776e+00
5.551315128399927218e-02 5.087710985583828727e-01 7.206041139828343045e-01 9.819460997659402723e-01 3.616082309287072860e+00
3.426139595474708005e-02 4.740047146801590339e-01 5.491861381585838586e-01 7.374768032316789679e-01 3.238343356075887414e+00
4.150858383411727692e-02 1.194580991309817236e-01 7.309124346639357395e-01 9.447868629373086247e-01 3.170023783823312069e+00
3.868655855668189092e-02 2.812513181568645493e-01 7.644204127113565228e-01 8.166837517608692698e-01 3.257150280850308555e+00
6.315984241786457010e-02 1.854407528138312389e-01 7.031478804590683973e-01 1.053473992677025572e+00 2.535867568849230924e+00
6.134416809870123222e-02 3.620397241077780714e-01 8.680329084933227080e-01 7.428245016593293393e-01 2.452460486713023968e+00
4.091177734386850645e-02 5.415291292538776391e-01 8.578287975656816444e-01 8.702896189391730042e-01 3.780034552045065777e+00
3.206100817965504279e-02 4.813093240497573477e-01 8.345623645339271812e-01 8.645214377140788553e-01 2.693851095658681416e+00
5.330358624128156420e-02 3.385248274203471186e-01 7.870989501393033105e-01 1.246993059345949062e+00 2.663421294079171275e+00
4.887766596405469788e-02 1.551030700902939485e-01 5.696759194206379995e-01 1.168508224581978894e+00 2.358338830234170125e+00
4.476421953519427177e-02 4.460294895912039204e-01 6.725742601085223926e-01 1.179941895095272031e+00 2.732670122760867848e+00
5.683768752414147807e-02 4.833806459795948474e-01 8.799319990051523988e-01 9.926218144884286776e-01 2.533860213399835359e+00
4.981935602776507710e-02 1.739894242175132888e-01 8.733021940412706297e-01 6.435211560906385353e-01 2.225747059264810090e+00
